"county","year","month","death"
"Tuolumne",2014,3,38
"Ventura",2014,3,351
"Yolo",2014,3,72
"Yuba",2014,3,28
"Alameda",2014,4,574
"Alpine",2014,4,0
"Amador",2014,4,13
"Butte",2014,4,127
"Calaveras",2014,4,14
"Colusa",2014,4,0
"Contra Costa",2014,4,448
"Del Norte",2014,4,0
"El Dorado",2014,4,62
"Fresno",2014,4,394
"Glenn",2014,4,0
"Humboldt",2014,4,73
"Imperial",2014,4,41
"Inyo",2014,4,0
"Kern",2014,4,297
"Kings",2014,4,27
"Lake",2014,4,40
"Lassen",2014,4,0
"Los Angeles",2014,4,3405
"Madera",2014,4,30
"Marin",2014,4,118
"Mariposa",2014,4,0
"Mendocino",2014,4,41
"Merced",2014,4,70
"Modoc",2014,4,0
"Mono",2014,4,0
"Monterey",2014,4,140
"Napa",2014,4,66
"Nevada",2014,4,62
"Orange",2014,4,1220
"Placer",2014,4,249
"Plumas",2014,4,0
"Riverside",2014,4,933
"Sacramento",2014,4,666
"San Benito",2014,4,0
"San Bernardino",2014,4,725
"San Diego",2014,4,1300
"San Francisco",2014,4,302
"San Joaquin",2014,4,261
"San Luis Obispo",2014,4,122
"San Mateo",2014,4,309
"Santa Barbara",2014,4,165
"Santa Clara",2014,4,639
"Santa Cruz",2014,4,99
"Shasta",2014,4,130
"Sierra",2014,4,0
"Siskiyou",2014,4,0
"Solano",2014,4,183
"Sonoma",2014,4,256
"Stanislaus",2014,4,250
"Sutter",2014,4,15
"Tehama",2014,4,12
"Trinity",2014,4,0
"Tulare",2014,4,161
"Tuolumne",2014,4,35
"Ventura",2014,4,322
"Yolo",2014,4,61
"Yuba",2014,4,19
"Alameda",2014,5,560
"Alpine",2014,5,0
"Amador",2014,5,0
"Butte",2014,5,132
"Calaveras",2014,5,0
"Colusa",2014,5,0
"Contra Costa",2014,5,488
"Del Norte",2014,5,0
"El Dorado",2014,5,67
"Fresno",2014,5,381
"Glenn",2014,5,0
"Humboldt",2014,5,58
"Imperial",2014,5,18
"Inyo",2014,5,0
"Kern",2014,5,266
"Kings",2014,5,34
"Lake",2014,5,12
"Lassen",2014,5,0
"Los Angeles",2014,5,3555
"Madera",2014,5,43
"Marin",2014,5,122
"Mariposa",2014,5,0
"Mendocino",2014,5,30
"Merced",2014,5,57
"Modoc",2014,5,0
"Mono",2014,5,0
"Monterey",2014,5,146
"Napa",2014,5,75
"Nevada",2014,5,54
"Orange",2014,5,1219
"Placer",2014,5,204
"Plumas",2014,5,12
"Riverside",2014,5,932
"Sacramento",2014,5,677
"San Benito",2014,5,0
"San Bernardino",2014,5,749
"San Diego",2014,5,1289
"San Francisco",2014,5,312
"San Joaquin",2014,5,267
"San Luis Obispo",2014,5,152
"San Mateo",2014,5,264
"Santa Barbara",2014,5,208
"Santa Clara",2014,5,675
"Santa Cruz",2014,5,108
"Shasta",2014,5,154
"Sierra",2014,5,0
"Siskiyou",2014,5,11
"Solano",2014,5,165
"Sonoma",2014,5,267
"Stanislaus",2014,5,243
"Sutter",2014,5,42
"Tehama",2014,5,13
"Trinity",2014,5,0
"Tulare",2014,5,150
"Tuolumne",2014,5,35
"Ventura",2014,5,337
"Yolo",2014,5,62
"Yuba",2014,5,26
"Alameda",2014,6,533
"Alpine",2014,6,0
"Amador",2014,6,11
"Butte",2014,6,111
"Calaveras",2014,6,0
"Colusa",2014,6,0
"Contra Costa",2014,6,434
"Del Norte",2014,6,0
"El Dorado",2014,6,67
"Fresno",2014,6,342
"Glenn",2014,6,0
"Humboldt",2014,6,80
"Imperial",2014,6,43
"Inyo",2014,6,0
"Kern",2014,6,282
"Kings",2014,6,28
"Lake",2014,6,28
"Lassen",2014,6,0
"Los Angeles",2014,6,3254
"Madera",2014,6,37
"Marin",2014,6,146
"Mariposa",2014,6,0
"Mendocino",2014,6,38
"Merced",2014,6,57
"Modoc",2014,6,0
"Mono",2014,6,0
"Monterey",2014,6,120
"Napa",2014,6,73
"Nevada",2014,6,46
"Orange",2014,6,1139
"Placer",2014,6,242
"Plumas",2014,6,0
"Riverside",2014,6,815
"Sacramento",2014,6,639
"San Benito",2014,6,0
"San Bernardino",2014,6,657
"San Diego",2014,6,1198
"San Francisco",2014,6,326
"San Joaquin",2014,6,292
"San Luis Obispo",2014,6,155
"San Mateo",2014,6,278
"Santa Barbara",2014,6,207
"Santa Clara",2014,6,625
"Santa Cruz",2014,6,86
"Shasta",2014,6,136
"Sierra",2014,6,0
"Siskiyou",2014,6,26
"Solano",2014,6,150
"Sonoma",2014,6,224
"Stanislaus",2014,6,240
"Sutter",2014,6,14
"Tehama",2014,6,24
"Trinity",2014,6,0
"Tulare",2014,6,153
"Tuolumne",2014,6,17
"Ventura",2014,6,313
"Yolo",2014,6,61
"Yuba",2014,6,31
"Alameda",2014,7,558
"Alpine",2014,7,0
"Amador",2014,7,18
"Butte",2014,7,120
"Calaveras",2014,7,0
"Colusa",2014,7,0
"Contra Costa",2014,7,440
"Del Norte",2014,7,0
"El Dorado",2014,7,80
"Fresno",2014,7,373
"Glenn",2014,7,0
"Humboldt",2014,7,46
"Imperial",2014,7,32
"Inyo",2014,7,0
"Kern",2014,7,290
"Kings",2014,7,26
"Lake",2014,7,32
"Lassen",2014,7,0
"Los Angeles",2014,7,3426
"Madera",2014,7,45
"Marin",2014,7,137
"Mariposa",2014,7,0
"Mendocino",2014,7,39
"Merced",2014,7,54
"Modoc",2014,7,0
"Mono",2014,7,0
"Monterey",2014,7,135
"Napa",2014,7,80
"Nevada",2014,7,56
"Orange",2014,7,1141
"Placer",2014,7,226
"Plumas",2014,7,0
"Riverside",2014,7,797
"Sacramento",2014,7,648
"San Benito",2014,7,0
"San Bernardino",2014,7,684
"San Diego",2014,7,1221
"San Francisco",2014,7,320
"San Joaquin",2014,7,298
"San Luis Obispo",2014,7,147
"San Mateo",2014,7,307
"Santa Barbara",2014,7,175
"Santa Clara",2014,7,668
"Santa Cruz",2014,7,88
"Shasta",2014,7,152
"Sierra",2014,7,0
"Siskiyou",2014,7,11
"Solano",2014,7,167
"Sonoma",2014,7,250
"Stanislaus",2014,7,269
"Sutter",2014,7,12
"Tehama",2014,7,0
"Trinity",2014,7,0
"Tulare",2014,7,142
"Tuolumne",2014,7,22
"Ventura",2014,7,312
"Yolo",2014,7,72
"Yuba",2014,7,46
"Alameda",2014,8,538
"Alpine",2014,8,0
"Amador",2014,8,0
"Butte",2014,8,129
"Calaveras",2014,8,0
"Colusa",2014,8,0
"Contra Costa",2014,8,464
"Del Norte",2014,8,0
"El Dorado",2014,8,76
"Fresno",2014,8,391
"Glenn",2014,8,0
"Humboldt",2014,8,75
"Imperial",2014,8,44
"Inyo",2014,8,0
"Kern",2014,8,285
"Kings",2014,8,33
"Lake",2014,8,0
"Lassen",2014,8,0
"Los Angeles",2014,8,3353
"Madera",2014,8,29
"Marin",2014,8,121
"Mariposa",2014,8,0
"Mendocino",2014,8,18
"Merced",2014,8,68
"Modoc",2014,8,0
"Mono",2014,8,0
"Monterey",2014,8,136
"Napa",2014,8,81
"Nevada",2014,8,75
"Orange",2014,8,1170
"Placer",2014,8,206
"Plumas",2014,8,0
"Riverside",2014,8,812
"Sacramento",2014,8,636
"San Benito",2014,8,0
"San Bernardino",2014,8,685
"San Diego",2014,8,1249
"San Francisco",2014,8,308
"San Joaquin",2014,8,273
"San Luis Obispo",2014,8,133
"San Mateo",2014,8,290
"Santa Barbara",2014,8,200
"Santa Clara",2014,8,567
"Santa Cruz",2014,8,86
"Shasta",2014,8,118
"Sierra",2014,8,0
"Siskiyou",2014,8,0
"Solano",2014,8,162
"Sonoma",2014,8,255
"Stanislaus",2014,8,224
"Sutter",2014,8,0
"Tehama",2014,8,28
"Trinity",2014,8,0
"Tulare",2014,8,137
"Tuolumne",2014,8,36
"Ventura",2014,8,309
"Yolo",2014,8,58
"Yuba",2014,8,29
"Alameda",2014,9,489
"Alpine",2014,9,0
"Amador",2014,9,0
"Butte",2014,9,138
"Calaveras",2014,9,23
"Colusa",2014,9,0
"Contra Costa",2014,9,422
"Del Norte",2014,9,0
"El Dorado",2014,9,80
"Fresno",2014,9,369
"Glenn",2014,9,0
"Humboldt",2014,9,65
"Imperial",2014,9,46
"Inyo",2014,9,0
"Kern",2014,9,320
"Kings",2014,9,27
"Lake",2014,9,13
"Lassen",2014,9,0
"Los Angeles",2014,9,3267
"Madera",2014,9,44
"Marin",2014,9,127
"Mariposa",2014,9,0
"Mendocino",2014,9,46
"Merced",2014,9,69
"Modoc",2014,9,0
"Mono",2014,9,0
"Monterey",2014,9,150
"Napa",2014,9,74
"Nevada",2014,9,41
"Orange",2014,9,1182
"Placer",2014,9,182
"Plumas",2014,9,0
"Riverside",2014,9,852
"Sacramento",2014,9,621
"San Benito",2014,9,0
"San Bernardino",2014,9,723
"San Diego",2014,9,1207
"San Francisco",2014,9,297
"San Joaquin",2014,9,231
"San Luis Obispo",2014,9,125
"San Mateo",2014,9,265
"Santa Barbara",2014,9,194
"Santa Clara",2014,9,607
"Santa Cruz",2014,9,108
"Shasta",2014,9,131
"Sierra",2014,9,0
"Siskiyou",2014,9,0
"Solano",2014,9,185
"Sonoma",2014,9,253
"Stanislaus",2014,9,263
"Sutter",2014,9,16
"Tehama",2014,9,26
"Trinity",2014,9,0
"Tulare",2014,9,145
"Tuolumne",2014,9,22
"Ventura",2014,9,341
"Yolo",2014,9,33
"Yuba",2014,9,41
"Alameda",2014,10,578
"Alpine",2014,10,0
"Amador",2014,10,13
"Butte",2014,10,148
"Calaveras",2014,10,15
"Colusa",2014,10,0
"Contra Costa",2014,10,450
"Del Norte",2014,10,0
"El Dorado",2014,10,80
"Fresno",2014,10,377
"Glenn",2014,10,0
"Humboldt",2014,10,73
"Imperial",2014,10,30
"Inyo",2014,10,0
"Kern",2014,10,309
"Kings",2014,10,46
"Lake",2014,10,25
"Lassen",2014,10,0
"Los Angeles",2014,10,3426
"Madera",2014,10,32
"Marin",2014,10,139
"Mariposa",2014,10,0
"Mendocino",2014,10,39
"Merced",2014,10,84
"Modoc",2014,10,0
"Mono",2014,10,0
"Monterey",2014,10,150
"Napa",2014,10,73
"Nevada",2014,10,58
"Orange",2014,10,1177
"Placer",2014,10,244
"Plumas",2014,10,0
"Riverside",2014,10,874
"Sacramento",2014,10,660
"San Benito",2014,10,0
"San Bernardino",2014,10,675
"San Diego",2014,10,1282
"San Francisco",2014,10,293
"San Joaquin",2014,10,249
"San Luis Obispo",2014,10,136
"San Mateo",2014,10,300
"Santa Barbara",2014,10,156
"Santa Clara",2014,10,674
"Santa Cruz",2014,10,72
"Shasta",2014,10,134
"Sierra",2014,10,0
"Siskiyou",2014,10,15
"Solano",2014,10,155
"Sonoma",2014,10,262
"Stanislaus",2014,10,248
"Sutter",2014,10,12
"Tehama",2014,10,0
"Trinity",2014,10,0
"Tulare",2014,10,136
"Tuolumne",2014,10,31
"Ventura",2014,10,330
"Yolo",2014,10,70
"Yuba",2014,10,34
"Alameda",2014,11,562
"Alpine",2014,11,0
"Amador",2014,11,14
"Butte",2014,11,137
"Calaveras",2014,11,0
"Colusa",2014,11,0
"Contra Costa",2014,11,481
"Del Norte",2014,11,0
"El Dorado",2014,11,69
"Fresno",2014,11,425
"Glenn",2014,11,0
"Humboldt",2014,11,60
"Imperial",2014,11,58
"Inyo",2014,11,0
"Kern",2014,11,278
"Kings",2014,11,36
"Lake",2014,11,38
"Lassen",2014,11,0
"Los Angeles",2014,11,3603
"Madera",2014,11,29
"Marin",2014,11,119
"Mariposa",2014,11,0
"Mendocino",2014,11,46
"Merced",2014,11,75
"Modoc",2014,11,0
"Mono",2014,11,0
"Monterey",2014,11,142
"Napa",2014,11,78
"Nevada",2014,11,48
"Orange",2014,11,1264
"Placer",2014,11,209
"Plumas",2014,11,0
"Riverside",2014,11,891
"Sacramento",2014,11,681
"San Benito",2014,11,0
"San Bernardino",2014,11,705
"San Diego",2014,11,1307
"San Francisco",2014,11,310
"San Joaquin",2014,11,310
"San Luis Obispo",2014,11,139
"San Mateo",2014,11,270
"Santa Barbara",2014,11,195
"Santa Clara",2014,11,658
"Santa Cruz",2014,11,102
"Shasta",2014,11,130
"Sierra",2014,11,0
"Siskiyou",2014,11,0
"Solano",2014,11,160
"Sonoma",2014,11,261
"Stanislaus",2014,11,264
"Sutter",2014,11,27
"Tehama",2014,11,15
"Trinity",2014,11,0
"Tulare",2014,11,152
"Tuolumne",2014,11,22
"Ventura",2014,11,338
"Yolo",2014,11,45
"Yuba",2014,11,41
"Alameda",2014,12,635
"Alpine",2014,12,0
"Amador",2014,12,19
"Butte",2014,12,147
"Calaveras",2014,12,11
"Colusa",2014,12,0
"Contra Costa",2014,12,506
"Del Norte",2014,12,12
"El Dorado",2014,12,71
"Fresno",2014,12,396
"Glenn",2014,12,0
"Humboldt",2014,12,69
"Imperial",2014,12,51
"Inyo",2014,12,0
"Kern",2014,12,331
"Kings",2014,12,51
"Lake",2014,12,17
"Lassen",2014,12,0
"Los Angeles",2014,12,3963
"Madera",2014,12,49
"Marin",2014,12,144
"Mariposa",2014,12,0
"Mendocino",2014,12,57
"Merced",2014,12,83
"Modoc",2014,12,0
"Mono",2014,12,0
"Monterey",2014,12,163
"Napa",2014,12,98
"Nevada",2014,12,44
"Orange",2014,12,1359
"Placer",2014,12,251
"Plumas",2014,12,0
"Riverside",2014,12,1013
"Sacramento",2014,12,696
"San Benito",2014,12,0
"San Bernardino",2014,12,825
"San Diego",2014,12,1350
"San Francisco",2014,12,353
"San Joaquin",2014,12,304
"San Luis Obispo",2014,12,154
"San Mateo",2014,12,351
"Santa Barbara",2014,12,200
"Santa Clara",2014,12,705
"Santa Cruz",2014,12,118
"Shasta",2014,12,147
"Sierra",2014,12,0
"Siskiyou",2014,12,32
"Solano",2014,12,201
"Sonoma",2014,12,283
"Stanislaus",2014,12,306
"Sutter",2014,12,24
"Tehama",2014,12,24
"Trinity",2014,12,0
"Tulare",2014,12,169
"Tuolumne",2014,12,40
"Ventura",2014,12,380
"Yolo",2014,12,69
"Yuba",2014,12,32
"Alameda",2015,1,753
"Alpine",2015,1,0
"Amador",2015,1,29
"Butte",2015,1,168
"Calaveras",2015,1,0
"Colusa",2015,1,0
"Contra Costa",2015,1,599
"Del Norte",2015,1,0
"El Dorado",2015,1,98
"Fresno",2015,1,449
"Glenn",2015,1,0
"Humboldt",2015,1,79
"Imperial",2015,1,67
"Inyo",2015,1,0
"Kern",2015,1,358
"Kings",2015,1,53
"Lake",2015,1,28
"Lassen",2015,1,0
"Los Angeles",2015,1,4697
"Madera",2015,1,35
"Marin",2015,1,162
"Mariposa",2015,1,0
"Mendocino",2015,1,58
"Merced",2015,1,80
"Modoc",2015,1,0
"Mono",2015,1,0
"Monterey",2015,1,185
"Napa",2015,1,104
"Nevada",2015,1,77
"Orange",2015,1,1551
"Placer",2015,1,249
"Plumas",2015,1,0
"Riverside",2015,1,1146
"Sacramento",2015,1,824
"San Benito",2015,1,0
"San Bernardino",2015,1,940
"San Diego",2015,1,1657
"San Francisco",2015,1,429
"San Joaquin",2015,1,403
"San Luis Obispo",2015,1,188
"San Mateo",2015,1,421
"Santa Barbara",2015,1,212
"Santa Clara",2015,1,839
"Santa Cruz",2015,1,141
"Shasta",2015,1,175
"Sierra",2015,1,0
"Siskiyou",2015,1,15
"Solano",2015,1,205
"Sonoma",2015,1,312
"Stanislaus",2015,1,309
"Sutter",2015,1,36
"Tehama",2015,1,14
"Trinity",2015,1,0
"Tulare",2015,1,210
"Tuolumne",2015,1,22
"Ventura",2015,1,449
"Yolo",2015,1,84
"Yuba",2015,1,57
"Alameda",2015,2,621
"Alpine",2015,2,0
"Amador",2015,2,12
"Butte",2015,2,171
"Calaveras",2015,2,0
"Colusa",2015,2,0
"Contra Costa",2015,2,587
"Del Norte",2015,2,0
"El Dorado",2015,2,73
"Fresno",2015,2,403
"Glenn",2015,2,0
"Humboldt",2015,2,91
"Imperial",2015,2,43
"Inyo",2015,2,0
"Kern",2015,2,282
"Kings",2015,2,56
"Lake",2015,2,33
"Lassen",2015,2,0
"Los Angeles",2015,2,3806
"Madera",2015,2,52
"Marin",2015,2,167
"Mariposa",2015,2,0
"Mendocino",2015,2,33
"Merced",2015,2,75
"Modoc",2015,2,0
"Mono",2015,2,0
"Monterey",2015,2,162
"Napa",2015,2,90
"Nevada",2015,2,66
"Orange",2015,2,1318
"Placer",2015,2,255
"Plumas",2015,2,0
"Riverside",2015,2,949
"Sacramento",2015,2,715
"San Benito",2015,2,0
"San Bernardino",2015,2,788
"San Diego",2015,2,1379
"San Francisco",2015,2,352
"San Joaquin",2015,2,329
"San Luis Obispo",2015,2,146
"San Mateo",2015,2,335
"Santa Barbara",2015,2,206
"Santa Clara",2015,2,742
"Santa Cruz",2015,2,112
"Shasta",2015,2,147
"Sierra",2015,2,0
"Siskiyou",2015,2,0
"Solano",2015,2,193
"Sonoma",2015,2,274
"Stanislaus",2015,2,285
"Sutter",2015,2,24
"Tehama",2015,2,32
"Trinity",2015,2,0
"Tulare",2015,2,163
"Tuolumne",2015,2,13
"Ventura",2015,2,348
"Yolo",2015,2,60
"Yuba",2015,2,32
"Alameda",2015,3,624
"Alpine",2015,3,0
"Amador",2015,3,0
"Butte",2015,3,176
"Calaveras",2015,3,0
"Colusa",2015,3,0
"Contra Costa",2015,3,544
"Del Norte",2015,3,0
"El Dorado",2015,3,81
"Fresno",2015,3,404
"Glenn",2015,3,0
"Humboldt",2015,3,75
"Imperial",2015,3,27
"Inyo",2015,3,0
"Kern",2015,3,338
"Kings",2015,3,54
"Lake",2015,3,16
"Lassen",2015,3,0
"Los Angeles",2015,3,3996
"Madera",2015,3,69
"Marin",2015,3,142
"Mariposa",2015,3,0
"Mendocino",2015,3,29
"Merced",2015,3,80
"Modoc",2015,3,0
"Mono",2015,3,0
"Monterey",2015,3,158
"Napa",2015,3,108
"Nevada",2015,3,79
"Orange",2015,3,1383
"Placer",2015,3,271
"Plumas",2015,3,0
"Riverside",2015,3,1046
"Sacramento",2015,3,802
"San Benito",2015,3,0
"San Bernardino",2015,3,853
"San Diego",2015,3,1429
"San Francisco",2015,3,403
"San Joaquin",2015,3,315
"San Luis Obispo",2015,3,163
"San Mateo",2015,3,355
"Santa Barbara",2015,3,203
"Santa Clara",2015,3,729
"Santa Cruz",2015,3,106
"Shasta",2015,3,184
"Sierra",2015,3,0
"Siskiyou",2015,3,32
"Solano",2015,3,175
"Sonoma",2015,3,288
"Stanislaus",2015,3,331
"Sutter",2015,3,34
"Tehama",2015,3,11
"Trinity",2015,3,0
"Tulare",2015,3,185
"Tuolumne",2015,3,24
"Ventura",2015,3,339
"Yolo",2015,3,72
"Yuba",2015,3,51
"Alameda",2015,4,625
"Alpine",2015,4,0
"Amador",2015,4,11
"Butte",2015,4,177
"Calaveras",2015,4,12
"Colusa",2015,4,0
"Contra Costa",2015,4,507
"Del Norte",2015,4,0
"El Dorado",2015,4,86
"Fresno",2015,4,415
"Glenn",2015,4,0
"Humboldt",2015,4,74
"Imperial",2015,4,31
"Inyo",2015,4,0
"Kern",2015,4,292
"Kings",2015,4,45
"Lake",2015,4,14
"Lassen",2015,4,0
"Los Angeles",2015,4,3748
"Madera",2015,4,59
"Marin",2015,4,151
"Mariposa",2015,4,0
"Mendocino",2015,4,47
"Merced",2015,4,60
"Modoc",2015,4,0
"Mono",2015,4,0
"Monterey",2015,4,163
"Napa",2015,4,81
"Nevada",2015,4,78
"Orange",2015,4,1257
"Placer",2015,4,240
"Plumas",2015,4,0
"Riverside",2015,4,959
"Sacramento",2015,4,766
"San Benito",2015,4,0
"San Bernardino",2015,4,751
"San Diego",2015,4,1325
"San Francisco",2015,4,331
"San Joaquin",2015,4,287
"San Luis Obispo",2015,4,142
"San Mateo",2015,4,306
"Santa Barbara",2015,4,219
"Santa Clara",2015,4,629
"Santa Cruz",2015,4,107
"Shasta",2015,4,152
"Sierra",2015,4,0
"Siskiyou",2015,4,13
"Solano",2015,4,211
"Sonoma",2015,4,261
"Stanislaus",2015,4,291
"Sutter",2015,4,0
"Tehama",2015,4,27
"Trinity",2015,4,0
"Tulare",2015,4,179
"Tuolumne",2015,4,50
"Ventura",2015,4,327
"Yolo",2015,4,70
"Yuba",2015,4,33
"Alameda",2015,5,582
"Alpine",2015,5,0
"Amador",2015,5,12
"Butte",2015,5,143
"Calaveras",2015,5,0
"Colusa",2015,5,0
"Contra Costa",2015,5,454
"Del Norte",2015,5,0
"El Dorado",2015,5,93
"Fresno",2015,5,454
"Glenn",2015,5,0
"Humboldt",2015,5,63
"Imperial",2015,5,44
"Inyo",2015,5,0
"Kern",2015,5,315
"Kings",2015,5,35
"Lake",2015,5,32
"Lassen",2015,5,0
"Los Angeles",2015,5,3710
"Madera",2015,5,44
"Marin",2015,5,170
"Mariposa",2015,5,0
"Mendocino",2015,5,32
"Merced",2015,5,76
"Modoc",2015,5,0
"Mono",2015,5,0
"Monterey",2015,5,149
"Napa",2015,5,88
"Nevada",2015,5,79
"Orange",2015,5,1212
"Placer",2015,5,241
"Plumas",2015,5,0
"Riverside",2015,5,935
"Sacramento",2015,5,709
"San Benito",2015,5,0
"San Bernardino",2015,5,756
"San Diego",2015,5,1321
"San Francisco",2015,5,351
"San Joaquin",2015,5,315
"San Luis Obispo",2015,5,145
"San Mateo",2015,5,322
"Santa Barbara",2015,5,217
"Santa Clara",2015,5,703
"Santa Cruz",2015,5,89
"Shasta",2015,5,167
"Sierra",2015,5,0
"Siskiyou",2015,5,0
"Solano",2015,5,225
"Sonoma",2015,5,247
"Stanislaus",2015,5,260
"Sutter",2015,5,16
"Tehama",2015,5,12
"Trinity",2015,5,0
"Tulare",2015,5,148
"Tuolumne",2015,5,27
"Ventura",2015,5,392
"Yolo",2015,5,73
"Yuba",2015,5,43
"Alameda",2015,6,593
"Alpine",2015,6,0
"Amador",2015,6,0
"Butte",2015,6,164
"Calaveras",2015,6,0
"Colusa",2015,6,0
"Contra Costa",2015,6,506
"Del Norte",2015,6,0
"El Dorado",2015,6,86
"Fresno",2015,6,354
"Glenn",2015,6,0
"Humboldt",2015,6,64
"Imperial",2015,6,33
"Inyo",2015,6,0
"Kern",2015,6,284
"Kings",2015,6,32
"Lake",2015,6,25
"Lassen",2015,6,0
"Los Angeles",2015,6,3518
"Madera",2015,6,32
"Marin",2015,6,132
"Mariposa",2015,6,0
"Mendocino",2015,6,13
"Merced",2015,6,59
"Modoc",2015,6,0
"Mono",2015,6,0
"Monterey",2015,6,147
"Napa",2015,6,65
"Nevada",2015,6,41
"Orange",2015,6,1214
"Placer",2015,6,231
"Plumas",2015,6,0
"Riverside",2015,6,886
"Sacramento",2015,6,691
"San Benito",2015,6,0
"San Bernardino",2015,6,746
"San Diego",2015,6,1252
"San Francisco",2015,6,337
"San Joaquin",2015,6,295
"San Luis Obispo",2015,6,166
"San Mateo",2015,6,287
"Santa Barbara",2015,6,185
"Santa Clara",2015,6,616
"Santa Cruz",2015,6,91
"Shasta",2015,6,146
"Sierra",2015,6,0
"Siskiyou",2015,6,13
"Solano",2015,6,175
"Sonoma",2015,6,259
"Stanislaus",2015,6,252
"Sutter",2015,6,22
"Tehama",2015,6,19
"Trinity",2015,6,0
"Tulare",2015,6,149
"Tuolumne",2015,6,18
"Ventura",2015,6,308
"Yolo",2015,6,51
"Yuba",2015,6,26
"Alameda",2015,7,524
"Alpine",2015,7,0
"Amador",2015,7,13
"Butte",2015,7,145
"Calaveras",2015,7,0
"Colusa",2015,7,0
"Contra Costa",2015,7,508
"Del Norte",2015,7,0
"El Dorado",2015,7,92
"Fresno",2015,7,392
"Glenn",2015,7,0
"Humboldt",2015,7,63
"Imperial",2015,7,15
"Inyo",2015,7,0
"Kern",2015,7,292
"Kings",2015,7,52
"Lake",2015,7,24
"Lassen",2015,7,0
"Los Angeles",2015,7,3557
"Madera",2015,7,32
"Marin",2015,7,133
"Mariposa",2015,7,0
"Mendocino",2015,7,45
"Merced",2015,7,75
"Modoc",2015,7,0
"Mono",2015,7,0
"Monterey",2015,7,127
"Napa",2015,7,71
"Nevada",2015,7,56
"Orange",2015,7,1198
"Placer",2015,7,230
"Plumas",2015,7,0
"Riverside",2015,7,906
"Sacramento",2015,7,681
"San Benito",2015,7,0
"San Bernardino",2015,7,706
"San Diego",2015,7,1254
"San Francisco",2015,7,351
"San Joaquin",2015,7,291
"San Luis Obispo",2015,7,131
"San Mateo",2015,7,279
"Santa Barbara",2015,7,184
"Santa Clara",2015,7,613
"Santa Cruz",2015,7,106
"Shasta",2015,7,150
"Sierra",2015,7,0
"Siskiyou",2015,7,18
"Solano",2015,7,178
"Sonoma",2015,7,256
"Stanislaus",2015,7,258
"Sutter",2015,7,18
"Tehama",2015,7,13
"Trinity",2015,7,0
"Tulare",2015,7,147
"Tuolumne",2015,7,18
"Ventura",2015,7,334
"Yolo",2015,7,55
"Yuba",2015,7,30
"Alameda",2015,8,543
"Alpine",2015,8,0
"Amador",2015,8,0
"Butte",2015,8,148
"Calaveras",2015,8,0
"Colusa",2015,8,0
"Contra Costa",2015,8,455
"Del Norte",2015,8,0
"El Dorado",2015,8,81
"Fresno",2015,8,378
"Glenn",2015,8,0
"Humboldt",2015,8,75
"Imperial",2015,8,46
"Inyo",2015,8,0
"Kern",2015,8,257
"Kings",2015,8,30
"Lake",2015,8,42
"Lassen",2015,8,0
"Los Angeles",2015,8,3653
"Madera",2015,8,19
"Marin",2015,8,130
"Mariposa",2015,8,0
"Mendocino",2015,8,41
"Merced",2015,8,80
"Modoc",2015,8,0
"Mono",2015,8,0
"Monterey",2015,8,158
"Napa",2015,8,79
"Nevada",2015,8,56
"Orange",2015,8,1207
"Placer",2015,8,214
"Plumas",2015,8,0
"Riverside",2015,8,906
"Sacramento",2015,8,644
"San Benito",2015,8,0
"San Bernardino",2015,8,751
"San Diego",2015,8,1300
"San Francisco",2015,8,318
"San Joaquin",2015,8,255
"San Luis Obispo",2015,8,110
"San Mateo",2015,8,286
"Santa Barbara",2015,8,198
"Santa Clara",2015,8,621
"Santa Cruz",2015,8,100
"Shasta",2015,8,150
"Sierra",2015,8,0
"Siskiyou",2015,8,0
"Solano",2015,8,174
"Sonoma",2015,8,268
"Stanislaus",2015,8,294
"Sutter",2015,8,15
"Tehama",2015,8,12
"Trinity",2015,8,0
"Tulare",2015,8,164
"Tuolumne",2015,8,25
"Ventura",2015,8,314
"Yolo",2015,8,60
"Yuba",2015,8,47
"Alameda",2015,9,535
"Alpine",2015,9,0
"Amador",2015,9,11
"Butte",2015,9,134
"Calaveras",2015,9,0
"Colusa",2015,9,0
"Contra Costa",2015,9,457
"Del Norte",2015,9,0
"El Dorado",2015,9,74
"Fresno",2015,9,365
"Glenn",2015,9,0
"Humboldt",2015,9,60
"Imperial",2015,9,52
"Inyo",2015,9,0
"Kern",2015,9,264
"Kings",2015,9,35
"Lake",2015,9,40
"Lassen",2015,9,0
"Los Angeles",2015,9,3450
"Madera",2015,9,40
"Marin",2015,9,131
"Mariposa",2015,9,0
"Mendocino",2015,9,50
"Merced",2015,9,77
"Modoc",2015,9,0
"Mono",2015,9,0
"Monterey",2015,9,164
"Napa",2015,9,81
"Nevada",2015,9,54
"Orange",2015,9,1194
"Placer",2015,9,234
"Plumas",2015,9,0
"Riverside",2015,9,866
"Sacramento",2015,9,656
"San Benito",2015,9,0
"San Bernardino",2015,9,694
"San Diego",2015,9,1233
"San Francisco",2015,9,331
"San Joaquin",2015,9,280
"San Luis Obispo",2015,9,144
"San Mateo",2015,9,279
"Santa Barbara",2015,9,204
"Santa Clara",2015,9,664
"Santa Cruz",2015,9,104
"Shasta",2015,9,123
"Sierra",2015,9,0
"Siskiyou",2015,9,13
"Solano",2015,9,166
"Sonoma",2015,9,238
