"Year","Month","Station_name","avg_WBGT_max_monthly","max_WBGT_max_monthly","duration_heat_wave_monthly","avg_heat_waves_WBGT_max_monthly"
"2011","1","La Honda California",12.4897500691161,19.13931646,NA,NA
"2011","1","La Panza California",11.8131089682516,18.18774766,NA,NA
"2011","1","Ladder Butte California",3.56856519668667,10.2192046846,NA,NA
"2011","1","Lake Palmdale California",8.93565199766451,18.9006389534,NA,NA
"2011","1","Las Tablas California",13.2950283731935,19.7203483576,NA,NA
"2011","1","Las Trampas California",7.17425794029032,14.7169078144,NA,NA
"2011","1","Lassen Lodge California",8.43712248651613,16.7946041344,NA,NA
"2011","1","Laufman California",2.8559142904963,11.9254979326,NA,NA
"2011","1","Laural Mountain California",6.60353985775484,17.91964846,NA,NA
"2011","1","Laytonville California",11.0080299519677,17.1838795934,NA,NA
"2011","1","Leo Carrillo California",14.9769741186968,22.9963833166,NA,NA
"2011","1","Lincoln California",8.18940799415484,17.5611282424,NA,NA
"2011","1","Little Tujunga California",16.1450263824323,24.3371545726,NA,NA
"2011","1","Los Altos California",11.6877681119871,17.8903896094,NA,NA
"2011","1","Los Banos California",6.72530850861935,13.3695495416,NA,NA
"2011","1","Los Gatos California",10.3993206995935,18.3603277496,NA,NA
"2011","1","Los Prietos California",15.5143188366516,24.2020392734,NA,NA
"2011","1","Los Vaqueros California",6.67815094830968,12.2826287486,NA,NA
"2011","1","Lower Klamath California",1.79901839450714,8.2735796686,NA,NA
"2011","1","Lyons Valley California",8.18374849087742,16.6815201134,NA,NA
"2011","1","Lytle Creek California",11.8780605042452,21.8708711326,NA,NA
"2011","1","Mad River California",9.0804578288258,16.309332875,NA,NA
"2011","1","Malibu Canyon California",16.6177749843484,25.7190077326,NA,NA
"2011","1","Malibu Hills California",14.6845939855161,22.7732812126,NA,NA
"2011","1","Mallory Ridge California",7.55965774525806,14.6608800184,NA,NA
"2011","1","Manzanita Lake California",6.144293297216,14.0572677134,NA,NA
"2011","1","Mariposa California",8.92138660800645,15.6543101534,NA,NA
"2011","1","Markleeville California",6.00394474568667,16.2864255544,NA,NA
"2011","1","McGuires California",11.2042985972452,17.6712575614,NA,NA
"2011","1","Means Lake California",11.1209929464452,20.610027875,NA,NA
"2011","1","Metcalf Gap California",7.6731083789871,14.2514450926,NA,NA
"2011","1","Meyers California",3.21065350650322,13.4358551264,NA,NA
"2011","1","Miami California",7.96604258034193,12.72944864,NA,NA
"2011","1","Mid Hills California",5.38414551736129,12.98008366,NA,NA
"2011","1","Middle Peak California",9.915211485625,14.2756496696,NA,NA
"2011","1","Mill Creek (ANF) California",6.38059889433548,17.8759824896,NA,NA
"2011","1","Mill Creek (BDF) California",13.8250207958774,22.736907875,NA,NA
"2011","1","Milo California",8.3421994274129,14.4205616864,NA,NA
"2011","1","Minarets California",8.47286904674193,16.309332875,NA,NA
"2011","1","Modoc NWR California",2.15853147662581,11.3235531896,NA,NA
"2011","1","Mojave River Sink California",13.5851981399226,19.9999588366,NA,NA
"2011","1","Montecito California",15.2325904669355,22.9783895264,NA,NA
"2011","1","Mormon Rock California",11.8042194921484,22.326525875,NA,NA
"2011","1","Mount Elizabeth California",7.25498272054839,13.6492951246,NA,NA
"2011","1","Mount Tom California",1.54268322240714,9.38750158639999,NA,NA
"2011","1","Mount Zion California",7.63040720341935,14.5168692736,NA,NA
"2011","1","Mountain Rest California",7.94508205213548,13.8048587534,NA,NA
"2011","1","Mt. Diablo California",30.6424651385,33.76467614,21,32.6011522190952
"2011","1","Mt. San Jacinto California",3.19213061710968,11.8229197934,NA,NA
"2011","1","Mt. Shasta California",4.40292101196129,13.1546344126,NA,NA
"2011","1","Mt. Washington California",17.0813119176516,24.9931306496,NA,NA
"2011","1","Mule Mountain California",9.54324859870968,17.42847736,NA,NA
"2011","1","Newhall Pass California",12.5848073658452,23.5527038944,NA,NA
"2011","1","North Fork California",11.0683312500774,17.6787420734,NA,NA
"2011","1","Oak Creek California",7.21501809587742,17.1838795934,NA,NA
"2011","1","Oak Grove #2 California",14.0559224843226,23.1576514744,NA,NA
"2011","1","Oak Grove California",15.0562878728452,23.5527038944,NA,NA
"2011","1","Oak Knoll California",7.3097502831871,14.5490887966,NA,NA
"2011","1","Oak Mountain California",7.89878210932903,16.3322251744,NA,NA
"2011","1","Oak Opening California",7.09898678912857,15.3418011896,NA,NA
"2011","1","Oakland North California",7.32437920069032,13.96760254,NA,NA
"2011","1","Oakland South California",7.66316424448387,14.2998392254,NA,NA
"2011","1","Ojai California",15.2292152374129,24.2865989944,NA,NA
"2011","1","Olema Valley California",11.3174607568129,17.6637713086,NA,NA
"2011","1","Opal Mountain California",9.06539708062581,18.0720061886,NA,NA
"2011","1","Otay Mountain California",11.6499648054387,20.5901407744,NA,NA
"2011","1","Owens Camp Loc California",8.89011005754193,15.9410132014,NA,NA
"2011","1","Owens Valley California",8.48227527640645,18.2741578744,NA,NA
"2011","1","Ozena California",12.9405371065419,20.5503215096,NA,NA
"2011","1","Pala California",17.2663711921613,23.9745891296,NA,NA
"2011","1","Palomar California",8.23592424212903,18.773577875,NA,NA
"2011","1","Panamint California",7.19751933386451,15.2475773944,NA,NA
"2011","1","Panoche Road California",7.24685211398064,13.78036366,NA,NA
"2011","1","Park Ridge California",5.9184433648,13.7067882526,NA,NA
"2011","1","Parkfield California",11.7362142089806,18.295722875,NA,NA
"2011","1","Patty Mocus California",8.43613846159333,17.2284871054,NA,NA
"2011","1","Peppermint California",4.37807007088666,12.67057246,NA,NA
"2011","1","Pierce California",4.05470075414839,13.53458656,NA,NA
"2011","1","Pike County Lookout California",8.90527041075484,17.2507683296,NA,NA
"2011","1","Pilot Hill California",8.28487324523871,15.1057910656,NA,NA
"2011","1","Pine Hills California",12.3561727833871,21.14793016,NA,NA
"2011","1","Pinehurst California",9.00846306623871,15.2631308446,NA,NA
"2011","1","Pinnacles California",14.4005055611161,21.0699343744,NA,NA
"2011","1","Pinyon California",11.1133936727935,20.5901407744,NA,NA
"2011","1","Piru California",14.9112388432774,24.21898126,NA,NA
"2011","1","Piutes California",7.15879882081333,17.8541269726,NA,NA
"2011","1","Poppet Flats California",9.20661806410322,21.0894558526,NA,NA
"2011","1","Poppy Park California",9.36410354783871,18.510546715,NA,NA
"2011","1","Potrero California",13.2163399667548,21.8519607296,NA,NA
"2011","1","Poverty California",7.53210093785,9.6212834446,NA,NA
"2011","1","Quartz Hill California",2.99892669311613,9.6842743726,NA,NA
"2011","1","Quincy Rd California",6.29349432504516,13.9842033464,NA,NA
"2011","1","Ranchita California",8.17809165183226,19.1183475134,NA,NA
"2011","1","Ravendale California",1.30327874306207,10.6428228286,NA,NA
"2011","1","Reader Ranch California",9.2574888086129,17.48028494,NA,NA
"2011","1","Red Mountain California",8.32249513338064,17.9632543456,NA,NA
"2011","1","Redding Airport California",11.2884313240903,19.7273401144,NA,NA
"2011","1","Rice Valley California",14.9932981958,22.9243180286,NA,NA
"2011","1","River Kern California",8.86877037082581,15.2320174094,NA,NA
"2011","1","Rose Peak California",7.48284504709032,14.146212835,NA,NA
"2011","1","Rose Valley California",12.7047930284839,20.9916982496,NA,NA
"2011","1","Rush Creek California",1.81036738153548,9.52262362539999,NA,NA
"2011","1","Ruth California",10.1236667671355,17.3397430144,NA,NA
"2011","1","Sacramento NWR California",7.95383846165161,17.2952857144,NA,NA
"2011","1","Saddleback Butte California",10.9439393802516,20.2831815134,NA,NA
"2011","1","Saddleback California",-0.643890702680005,7.34318900139999,NA,NA
"2011","1","Sage California",13.7855299068516,22.3450556344,NA,NA
"2011","1","San Jose California",11.6151775824194,17.3619491326,NA,NA
"2011","1","San Luis NWR California",6.91087424818709,13.4931276286,NA,NA
"2011","1","San Miguel California",16.1569210280839,23.535180875,NA,NA
"2011","1","San Pasqual California",17.4416699051871,24.3371545726,NA,NA
"2011","1","San Rafael Hills California",15.6692268520968,23.8886519326,NA,NA
"2011","1","Santa Barbara Island California",12.2707794469355,18.560607715,NA,NA
"2011","1","Santa Cruz Island California",14.4185279415613,23.0861269496,NA,NA
"2011","1","Santa Fe Dam California",17.3155447924258,24.2697170926,NA,NA
"2011","1","Santa Rita California",7.11603014252903,13.9842033464,NA,NA
"2011","1","Santa Rosa California",10.0948691778258,17.0496965486,NA,NA
"2011","1","Santa Rosa Island California",13.4567473530581,21.4640549344,NA,NA
"2011","1","Santa Rosa Plateau California",13.758994672,22.3820700896,NA,NA
"2011","1","Santa Ysabel California",11.4976495731548,20.6695990496,NA,NA
"2011","1","Saugus California",14.0584552130903,23.0861269496,NA,NA
"2011","1","Sawyers Bar California",6.81142004906,13.4358551264,NA,NA
"2011","1","School House California",7.00267454429032,13.8293388256,NA,NA
"2011","1","Scorpion California",7.22605360220645,15.3182677726,NA,NA
"2011","1","Secret Town California",10.1801612995806,18.13707704,NA,NA
"2011","1","Senator Wash California",15.9265022044645,22.7186986744,NA,NA
"2011","1","Shadequarter California",6.88313956994839,13.5508436606,NA,NA
"2011","1","Shaver California",8.28461529656129,14.6450755054,NA,NA
"2011","1","Ship Mtn. California",2.178678927544,8.2464879134,NA,NA
"2011","1","Simi Valley California",13.42419678346,23.8196317934,NA,NA
"2011","1","Sims California",7.01376858332143,14.9077997056,NA,NA
"2011","1","Soda Creek California",-4.4185741106,-4.4185741106,NA,NA
"2011","1","Soldier Mountain California",3.0311160034,11.9935684576,NA,NA
"2011","1","Somes Bar California",9.37453597425161,15.2079116366,NA,NA
"2011","1","Spring Valley California",8.93004566300645,15.7628340704,NA,NA
"2011","1","Stampede California",5.12099365434839,14.3322399616,NA,NA
"2011","1","Steely Fork California",8.81030881395484,15.9410132014,NA,NA
"2011","1","Stonyford California",10.9224572917032,20.0811800254,NA,NA
"2011","1","Sugarloaf (ENF) California",8.4208743705871,14.923495235,NA,NA
"2011","1","Surprise Valley California",1.40362406752414,10.1484167096,NA,NA
"2011","1","Tanbark California",13.2981419421484,21.8897665144,NA,NA
"2011","1","Temescal #2 (CNF) California",17.1154440608968,26.0625878926,NA,NA
"2011","1","Temescal (CNF) California",17.5219014801226,25.7190077326,NA,NA
"2011","1","Temescal (LPF) California",15.1905390554645,24.6267239096,NA,NA
"2011","1","Thomes Creek California",10.1336048781871,19.2230420344,NA,NA
"2011","1","Thousand Oaks California",14.4254201085161,22.64571166,NA,NA
"2011","1","Timber Mountain California",-4.7008561696,-4.7008561696,NA,NA
"2011","1","Tonner Canyon California",15.2157647249355,22.736907875,NA,NA
"2011","1","Trimmer California",8.81370764467096,17.9632543456,NA,NA
"2011","1","Trinity Camp California",4.40645141878064,12.98008366,NA,NA
"2011","1","Twisselman California",7.29165463443226,14.0572677134,NA,NA
"2011","1","Underwood California",7.4712239694129,14.56493294,NA,NA
"2011","1","Valley Center California",15.5821928006323,22.3820700896,NA,NA
"2011","1","Valyermo California",9.99446313838709,19.3897721656,NA,NA
"2011","1","Van Bremmer California",4.00401573785161,11.5049408254,NA,NA
"2011","1","Vandenberg California",13.9965867582968,20.3836189624,NA,NA
"2011","1","Walker California",4.75110198727333,16.0486733824,NA,NA
"2011","1","Walker Pass California",8.28760778314,16.590782515,NA,NA
"2011","1","Walker Passe California",6.8116119188,14.86016686,NA,NA
"2011","1","Warm Springs California",6.94944178892903,19.243935875,NA,NA
"2011","1","Wawona California",8.28576571358709,14.740821875,NA,NA
"2011","1","Weed Airport California",3.40974795905517,10.1126993006,NA,NA
"2011","1","Westside California",14.9349303832516,29.7668622136,4,28.9087050626
"2011","1","Westwood California",3.02649993787097,11.1935399566,NA,NA
"2011","1","Whiskeytown HQ#2 California",10.3795274153871,18.7947922744,NA,NA
"2011","1","Whitaker Peak California",7.55128398514838,17.70071776,NA,NA
"2011","1","White Cloud California",9.41906371810322,17.2507683296,NA,NA
"2011","1","White Wolf California",5.30379861351613,12.98008366,NA,NA
"2011","1","Whitmore California",9.54003932854839,17.3841402296,NA,NA
"2011","1","Whittier Hills California",16.683119966929,24.3539763896,NA,NA
"2011","1","Wiley Ridge California",12.0581708064516,23.488504,NA,NA
"2011","1","Wofford Heights California",9.407212643,16.2405658496,NA,NA
"2011","1","Wolverton California",11.6880542632,15.271155875,NA,NA
"2011","1","Woody California",8.86459253456774,15.9793953166,NA,NA
"2011","1","Yolla Bolla California",8.58617120451333,16.4692635256,NA,NA
"2011","1","Yucca Valley California",9.580895134,20.1823685344,NA,NA
"2011","1","Yurok California",9.53891372223226,14.1947373646,NA,NA
"2011","10","Acton California",20.9657816449032,27.1381087406,NA,NA
"2011","10","Alder Point California",15.9373901260065,21.3225419374,NA,NA
"2011","10","Alder Springs California",14.2424462267161,20.410480915,NA,NA
"2011","10","Alpine California",23.069110149871,28.9427044174,1,28.9427044174
"2011","10","Altamont California",17.4947660901071,22.4927529464,NA,NA
"2011","10","Anacapa Island California",17.8457384381419,24.9388208014,NA,NA
"2011","10","Anza California",18.4039787183548,24.7314755584,NA,NA
"2011","10","Apple Valley California",21.7323354620387,27.5319465086,NA,NA
"2011","10","Arbuckle Basin California",16.090729349271,20.808072715,NA,NA
"2011","10","Arroyo Grande California",21.3422295631742,27.8472412024,NA,NA
"2011","10","Arroyo Seco (Mt. Diablo) California",22.1350700135871,27.5456228224,NA,NA
"2011","10","Ash Creek California",14.8320106231032,20.5702386526,NA,NA
"2011","10","Ash Mountain California",22.4640625297935,26.6689756334,NA,NA
"2011","10","Ash Valley California",13.2049529505419,19.2856784926,NA,NA
"2011","10","Atlas Peak California",17.0877815366903,23.1933236096,NA,NA
"2011","10","Backbone California",13.3601922757226,18.9428724766,NA,NA
"2011","10","Bald Mtn Loc California",16.0969179050968,21.2128807774,NA,NA
"2011","10","Bangor California",19.3289868137355,23.7444657086,NA,NA
"2011","10","Baron California",12.6540686904839,18.6885700654,NA,NA
"2011","10","Barrett California",20.8270552524258,27.1239916984,NA,NA
"2011","10","Batterson California",19.1461543372452,24.96063406,NA,NA
"2011","10","Bear Flat California",10.5014793886966,17.3841402296,NA,NA
"2011","10","Beaumont California",20.7288962650774,26.463097435,NA,NA
"2011","10","Beaver Camp Loc California",17.5866073603484,23.0861269496,NA,NA
"2011","10","Bell Canyon California",21.2377954231677,29.0623130254,1,29.0623130254
"2011","10","Ben Bolt California",19.2467432862774,23.7271079224,NA,NA
"2011","10","Ben Lomond California",15.8158683836645,22.5357805024,NA,NA
"2011","10","Benton California",17.7404769752903,23.2882813774,NA,NA
"2011","10","Beverly Hills California",23.8701543549355,30.1622932216,4,29.23057414005
"2011","10","Big Bar California",18.4229332751677,24.38757496,NA,NA
"2011","10","Big Hill California",12.938779027671,19.5761944414,NA,NA
"2011","10","Big Pine Flat California",15.3698612375355,22.87011134,NA,NA
"2011","10","Big Pines California",14.9555355995419,21.9904215806,NA,NA
"2011","10","Big Rock California",17.1698897854774,22.3450556344,NA,NA
"2011","10","Big Sur California",20.0212889258968,27.0199067854,NA,NA
"2011","10","Black Diamond California",16.7960021618903,21.7317111736,NA,NA
"2011","10","Blackrock California",12.688524034271,19.5212317664,NA,NA
"2011","10","Blue Door California",11.4312512597742,17.8322564344,NA,NA
"2011","10","Blue Max California",16.1564579813613,22.4806121374,NA,NA
"2011","10","Blue Mountain California",10.8289056763226,17.810370875,NA,NA
"2011","10","Blue Ridge (KNF) California",10.6706481794581,16.8848009696,NA,NA
"2011","10","Bogard R.S. California",13.1670512860258,18.66728056,NA,NA
"2011","10","Bolam California",12.2995815387355,18.0937114936,NA,NA
"2011","10","Boonville California",18.1291867412645,24.75879406,NA,NA
"2011","10","Boulevard California",19.3203705206516,24.2359082254,NA,NA
"2011","10","Bradley California",21.7179019566452,27.0199067854,NA,NA
"2011","10","Brazie Ranch California",14.4479650595613,20.01336824,NA,NA
"2011","10","Breckenridge California",12.7647960382452,22.140402115,NA,NA
"2011","10","Bridgeport 4NW California",14.4890965323097,20.75554784,NA,NA
"2011","10","Briones California",17.4663290340968,22.0591489966,NA,NA
"2011","10","Brooks California",21.190296598329,25.6098100664,NA,NA
"2011","10","Brush Mountain California",13.339285161071,20.7685839166,NA,NA
"2011","10","Buck Meadows California",18.3213072889548,23.5877048696,NA,NA
"2011","10","Bull Flat California",14.9427235605935,21.0112798126,NA,NA
"2011","10","Burns Canyon California",16.0988876421806,21.5665021406,NA,NA
"2011","10","Buttercup California",26.6109184096194,29.7486538624,14,28.9234175792286
"2011","10","Cabazon California",21.8766916123355,27.0815504446,NA,NA
